"Step","mac_fw1b_l12_baseline_s1337:train - train/loss","mac_fw1b_l12_baseline_s1337:train - train/loss__MIN","mac_fw1b_l12_baseline_s1337:train - train/loss__MAX"
"6440","3.96875","3.96875","3.96875"
"6450","4.2734375","4.2734375","4.2734375"
"6460","4.05078125","4.05078125","4.05078125"
"6470","3.94140625","3.94140625","3.94140625"
"6480","4.078125","4.078125","4.078125"
"6490","4.046875","4.046875","4.046875"
"6500","4.140625","4.140625","4.140625"
"6510","4.00390625","4.00390625","4.00390625"
"6520","3.97265625","3.97265625","3.97265625"
"6530","4.05078125","4.05078125","4.05078125"
"6540","3.94921875","3.94921875","3.94921875"
"6550","3.88671875","3.88671875","3.88671875"
"6560","4.06640625","4.06640625","4.06640625"
"6570","3.9453125","3.9453125","3.9453125"
"6580","4.046875","4.046875","4.046875"
"6590","3.97265625","3.97265625","3.97265625"
"6600","4.01953125","4.01953125","4.01953125"
"6610","4.03125","4.03125","4.03125"
"6620","4.01171875","4.01171875","4.01171875"
"6630","3.93359375","3.93359375","3.93359375"
"6640","3.9453125","3.9453125","3.9453125"
"6650","4.0703125","4.0703125","4.0703125"
"6660","4.00390625","4.00390625","4.00390625"
"6670","3.8984375","3.8984375","3.8984375"
"6680","3.76953125","3.76953125","3.76953125"
"6690","4.0625","4.0625","4.0625"
"6700","3.96484375","3.96484375","3.96484375"
"6710","3.96875","3.96875","3.96875"
"6720","3.95703125","3.95703125","3.95703125"
"6730","4.0234375","4.0234375","4.0234375"
"6740","4.03515625","4.03515625","4.03515625"
"6750","3.9765625","3.9765625","3.9765625"
"6760","4.05078125","4.05078125","4.05078125"
"6770","3.86328125","3.86328125","3.86328125"
"6780","3.98046875","3.98046875","3.98046875"
"6790","3.984375","3.984375","3.984375"
"6800","4.046875","4.046875","4.046875"
"6810","3.94921875","3.94921875","3.94921875"
"6820","3.91796875","3.91796875","3.91796875"
"6830","3.94140625","3.94140625","3.94140625"
"6840","3.99609375","3.99609375","3.99609375"
"6850","4.0234375","4.0234375","4.0234375"
"6860","3.9296875","3.9296875","3.9296875"
"6870","3.8359375","3.8359375","3.8359375"
"6880","3.9453125","3.9453125","3.9453125"
"6890","3.9140625","3.9140625","3.9140625"
"6900","4.05859375","4.05859375","4.05859375"
"6910","3.9453125","3.9453125","3.9453125"
"6920","3.81640625","3.81640625","3.81640625"
"6930","3.859375","3.859375","3.859375"
"6940","3.9453125","3.9453125","3.9453125"
"6950","3.9609375","3.9609375","3.9609375"
"6960","3.91015625","3.91015625","3.91015625"
"6970","4.0546875","4.0546875","4.0546875"
"6980","3.83984375","3.83984375","3.83984375"
"6990","3.88671875","3.88671875","3.88671875"
"7000","3.921875","3.921875","3.921875"
"7010","3.9296875","3.9296875","3.9296875"
"7020","3.91015625","3.91015625","3.91015625"
"7030","3.8984375","3.8984375","3.8984375"
"7040","4.0234375","4.0234375","4.0234375"
"7050","3.91796875","3.91796875","3.91796875"
"7060","3.9921875","3.9921875","3.9921875"
"7070","3.8515625","3.8515625","3.8515625"
"7080","3.94140625","3.94140625","3.94140625"
"7090","3.9765625","3.9765625","3.9765625"
"7100","3.8671875","3.8671875","3.8671875"
"7110","3.9609375","3.9609375","3.9609375"
"7120","3.90234375","3.90234375","3.90234375"
"7130","3.99609375","3.99609375","3.99609375"
"7140","3.8671875","3.8671875","3.8671875"
"7150","3.86328125","3.86328125","3.86328125"
"7160","3.953125","3.953125","3.953125"
"7170","4.02734375","4.02734375","4.02734375"
"7180","3.90234375","3.90234375","3.90234375"
"7190","3.828125","3.828125","3.828125"
"7200","3.91796875","3.91796875","3.91796875"
"7210","3.91796875","3.91796875","3.91796875"
"7220","3.90234375","3.90234375","3.90234375"
"7230","3.81640625","3.81640625","3.81640625"
"7240","4.04296875","4.04296875","4.04296875"
"7250","3.7578125","3.7578125","3.7578125"
"7260","3.90234375","3.90234375","3.90234375"
"7270","4.015625","4.015625","4.015625"
"7280","3.9375","3.9375","3.9375"
"7290","3.890625","3.890625","3.890625"
"7300","3.90234375","3.90234375","3.90234375"
"7310","3.859375","3.859375","3.859375"
"7320","3.84375","3.84375","3.84375"
"7330","3.84375","3.84375","3.84375"
"7340","4.01953125","4.01953125","4.01953125"
"7350","3.93359375","3.93359375","3.93359375"
"7360","3.9921875","3.9921875","3.9921875"
"7370","3.88671875","3.88671875","3.88671875"
"7380","4.11328125","4.11328125","4.11328125"
"7390","3.90625","3.90625","3.90625"
"7400","3.87890625","3.87890625","3.87890625"
"7410","3.8671875","3.8671875","3.8671875"
"7420","3.8828125","3.8828125","3.8828125"
"7430","3.89453125","3.89453125","3.89453125"
"7440","3.81640625","3.81640625","3.81640625"
"7450","3.83203125","3.83203125","3.83203125"
"7460","3.88671875","3.88671875","3.88671875"
"7470","3.91015625","3.91015625","3.91015625"
"7480","3.89453125","3.89453125","3.89453125"
"7490","3.90234375","3.90234375","3.90234375"
"7500","3.91015625","3.91015625","3.91015625"
"7510","3.8828125","3.8828125","3.8828125"
"7520","3.89453125","3.89453125","3.89453125"
"7530","4.0234375","4.0234375","4.0234375"
"7540","3.90234375","3.90234375","3.90234375"
"7550","4.12890625","4.12890625","4.12890625"
"7560","4.01171875","4.01171875","4.01171875"
"7570","3.95703125","3.95703125","3.95703125"
"7580","3.79296875","3.79296875","3.79296875"
"7590","4.01171875","4.01171875","4.01171875"
"7600","3.88671875","3.88671875","3.88671875"
"7610","3.83984375","3.83984375","3.83984375"
"7620","4.0546875","4.0546875","4.0546875"
"7630","3.96875","3.96875","3.96875"
"7640","3.9296875","3.9296875","3.9296875"
"7650","3.98828125","3.98828125","3.98828125"
"7660","3.90625","3.90625","3.90625"
"7670","3.89453125","3.89453125","3.89453125"
"7680","3.99609375","3.99609375","3.99609375"
"7690","3.96484375","3.96484375","3.96484375"
"7700","3.83203125","3.83203125","3.83203125"
"7710","3.8125","3.8125","3.8125"
"7720","3.79296875","3.79296875","3.79296875"
"7730","3.96875","3.96875","3.96875"
"7740","3.953125","3.953125","3.953125"
"7750","3.96484375","3.96484375","3.96484375"
"7760","4","4","4"
"7770","3.890625","3.890625","3.890625"
"7780","4.04296875","4.04296875","4.04296875"
"7790","3.9296875","3.9296875","3.9296875"
"7800","3.85546875","3.85546875","3.85546875"
"7810","3.87890625","3.87890625","3.87890625"
"7820","3.89453125","3.89453125","3.89453125"
"7830","4.1328125","4.1328125","4.1328125"
"7840","3.87109375","3.87109375","3.87109375"
"7850","3.90234375","3.90234375","3.90234375"
"7860","3.9453125","3.9453125","3.9453125"
"7870","3.859375","3.859375","3.859375"
"7880","3.84375","3.84375","3.84375"
"7890","3.859375","3.859375","3.859375"
"7900","3.77734375","3.77734375","3.77734375"
"7910","3.875","3.875","3.875"
"7920","3.8671875","3.8671875","3.8671875"
"7930","3.85546875","3.85546875","3.85546875"
"7940","4.08203125","4.08203125","4.08203125"
"7950","4.04296875","4.04296875","4.04296875"
"7960","3.90234375","3.90234375","3.90234375"
"7970","4.0078125","4.0078125","4.0078125"
"7980","3.921875","3.921875","3.921875"
"7990","3.77734375","3.77734375","3.77734375"
"8000","3.9296875","3.9296875","3.9296875"
"8010","3.91796875","3.91796875","3.91796875"
"8020","3.8515625","3.8515625","3.8515625"
"8030","3.9375","3.9375","3.9375"
"8040","3.91796875","3.91796875","3.91796875"
"8050","3.9765625","3.9765625","3.9765625"
"8060","4.02734375","4.02734375","4.02734375"
"8070","3.84375","3.84375","3.84375"
"8080","4","4","4"
"8090","3.9453125","3.9453125","3.9453125"
"8100","3.87109375","3.87109375","3.87109375"
"8110","4.04296875","4.04296875","4.04296875"
"8120","3.875","3.875","3.875"
"8130","3.8125","3.8125","3.8125"
"8140","3.76171875","3.76171875","3.76171875"
"8150","3.8828125","3.8828125","3.8828125"
"8160","4.01953125","4.01953125","4.01953125"
"8170","4.12109375","4.12109375","4.12109375"
"8180","3.8671875","3.8671875","3.8671875"
"8190","3.83984375","3.83984375","3.83984375"
"8200","3.80859375","3.80859375","3.80859375"
"8210","3.875","3.875","3.875"
"8220","3.85546875","3.85546875","3.85546875"
"8230","3.91796875","3.91796875","3.91796875"
"8240","3.8125","3.8125","3.8125"
"8250","3.85546875","3.85546875","3.85546875"
"8260","3.90625","3.90625","3.90625"
"8270","4.0546875","4.0546875","4.0546875"
"8280","3.84765625","3.84765625","3.84765625"
"8290","4.11328125","4.11328125","4.11328125"
"8300","3.8203125","3.8203125","3.8203125"
"8310","3.98828125","3.98828125","3.98828125"
"8320","3.97265625","3.97265625","3.97265625"
"8330","3.84765625","3.84765625","3.84765625"
"8340","3.88671875","3.88671875","3.88671875"
"8350","3.71484375","3.71484375","3.71484375"
"8360","3.953125","3.953125","3.953125"
"8370","3.8125","3.8125","3.8125"
"8380","3.89453125","3.89453125","3.89453125"
"8390","3.8125","3.8125","3.8125"
"8400","3.76953125","3.76953125","3.76953125"
"8410","3.84375","3.84375","3.84375"
"8420","3.91015625","3.91015625","3.91015625"
"8430","3.94921875","3.94921875","3.94921875"
"8440","3.8203125","3.8203125","3.8203125"
"8450","3.80078125","3.80078125","3.80078125"
"8460","3.91015625","3.91015625","3.91015625"
"8470","3.87109375","3.87109375","3.87109375"
"8480","4.0703125","4.0703125","4.0703125"
"8490","3.91015625","3.91015625","3.91015625"
"8500","3.953125","3.953125","3.953125"
"8510","3.87109375","3.87109375","3.87109375"
"8520","3.90234375","3.90234375","3.90234375"
"8530","3.80078125","3.80078125","3.80078125"
"8540","3.94140625","3.94140625","3.94140625"
"8550","3.84765625","3.84765625","3.84765625"
"8560","3.9375","3.9375","3.9375"
"8570","3.83984375","3.83984375","3.83984375"
"8580","3.890625","3.890625","3.890625"
"8590","3.875","3.875","3.875"
"8600","3.9296875","3.9296875","3.9296875"
"8610","3.91796875","3.91796875","3.91796875"
"8620","4.08203125","4.08203125","4.08203125"
"8630","3.8046875","3.8046875","3.8046875"
"8640","3.81640625","3.81640625","3.81640625"
"8650","3.8984375","3.8984375","3.8984375"
"8660","4.00390625","4.00390625","4.00390625"
"8670","3.9140625","3.9140625","3.9140625"
"8680","3.8359375","3.8359375","3.8359375"
"8690","3.921875","3.921875","3.921875"
"8700","3.94921875","3.94921875","3.94921875"
"8710","3.8125","3.8125","3.8125"
"8720","3.8203125","3.8203125","3.8203125"
"8730","3.90234375","3.90234375","3.90234375"
"8740","3.8359375","3.8359375","3.8359375"
"8750","3.91015625","3.91015625","3.91015625"
"8760","3.96875","3.96875","3.96875"
"8770","3.97265625","3.97265625","3.97265625"
"8780","3.921875","3.921875","3.921875"
"8790","3.875","3.875","3.875"
"8800","3.7109375","3.7109375","3.7109375"
"8810","3.8359375","3.8359375","3.8359375"
"8820","3.890625","3.890625","3.890625"
"8830","3.8515625","3.8515625","3.8515625"
"8840","3.88671875","3.88671875","3.88671875"
"8850","3.859375","3.859375","3.859375"
"8860","3.79296875","3.79296875","3.79296875"
"8870","3.859375","3.859375","3.859375"
"8880","3.96484375","3.96484375","3.96484375"
"8890","3.8515625","3.8515625","3.8515625"
"8900","3.98828125","3.98828125","3.98828125"
"8910","3.86328125","3.86328125","3.86328125"
"8920","3.84375","3.84375","3.84375"
"8930","3.80078125","3.80078125","3.80078125"
"8940","3.6640625","3.6640625","3.6640625"
"8950","3.8671875","3.8671875","3.8671875"
"8960","3.8515625","3.8515625","3.8515625"
"8970","3.93359375","3.93359375","3.93359375"
"8980","3.7734375","3.7734375","3.7734375"
"8990","3.8984375","3.8984375","3.8984375"
"9000","3.8984375","3.8984375","3.8984375"
"9010","3.84765625","3.84765625","3.84765625"
"9020","3.984375","3.984375","3.984375"
"9030","3.90234375","3.90234375","3.90234375"
"9040","3.890625","3.890625","3.890625"
"9050","3.890625","3.890625","3.890625"
"9060","3.8515625","3.8515625","3.8515625"
"9070","3.84765625","3.84765625","3.84765625"
"9080","3.89453125","3.89453125","3.89453125"
"9090","3.90234375","3.90234375","3.90234375"
"9100","3.8046875","3.8046875","3.8046875"
"9110","3.8125","3.8125","3.8125"
"9120","3.84765625","3.84765625","3.84765625"
"9130","3.8203125","3.8203125","3.8203125"
"9140","3.94921875","3.94921875","3.94921875"
"9150","3.78125","3.78125","3.78125"
"9160","3.86328125","3.86328125","3.86328125"
"9170","3.8125","3.8125","3.8125"
"9180","3.8046875","3.8046875","3.8046875"
"9190","4.03515625","4.03515625","4.03515625"
"9200","3.89453125","3.89453125","3.89453125"
"9210","3.9765625","3.9765625","3.9765625"
"9220","3.890625","3.890625","3.890625"
"9230","3.8828125","3.8828125","3.8828125"
"9240","3.80078125","3.80078125","3.80078125"
"9250","3.76171875","3.76171875","3.76171875"
"9260","3.9609375","3.9609375","3.9609375"
"9270","4.0234375","4.0234375","4.0234375"
"9280","3.9765625","3.9765625","3.9765625"
"9290","3.93359375","3.93359375","3.93359375"
"9300","3.7109375","3.7109375","3.7109375"
"9310","3.87109375","3.87109375","3.87109375"
"9320","3.953125","3.953125","3.953125"
"9330","3.96875","3.96875","3.96875"
"9340","3.87890625","3.87890625","3.87890625"
"9350","3.8203125","3.8203125","3.8203125"
"9360","4.046875","4.046875","4.046875"
"9370","3.875","3.875","3.875"
"9380","3.96875","3.96875","3.96875"
"9390","3.953125","3.953125","3.953125"
"9400","3.67578125","3.67578125","3.67578125"
"9410","3.98046875","3.98046875","3.98046875"
"9420","3.85546875","3.85546875","3.85546875"
"9430","3.91015625","3.91015625","3.91015625"
"9440","4","4","4"
"9450","3.703125","3.703125","3.703125"
"9460","3.91015625","3.91015625","3.91015625"
"9470","3.82421875","3.82421875","3.82421875"
"9480","3.8359375","3.8359375","3.8359375"
"9490","3.84765625","3.84765625","3.84765625"
"9500","3.96875","3.96875","3.96875"
"9510","3.85546875","3.85546875","3.85546875"
"9520","3.90625","3.90625","3.90625"
"9530","3.828125","3.828125","3.828125"
"9540","3.90625","3.90625","3.90625"
"9550","3.88671875","3.88671875","3.88671875"
"9560","3.8515625","3.8515625","3.8515625"
"9570","3.890625","3.890625","3.890625"
"9580","3.71484375","3.71484375","3.71484375"
"9590","3.96875","3.96875","3.96875"
"9600","4.00390625","4.00390625","4.00390625"
"9610","3.80859375","3.80859375","3.80859375"
"9620","3.87109375","3.87109375","3.87109375"
"9630","3.765625","3.765625","3.765625"
"9640","3.85546875","3.85546875","3.85546875"
"9650","3.96875","3.96875","3.96875"
"9660","3.9453125","3.9453125","3.9453125"
"9670","3.9765625","3.9765625","3.9765625"
"9680","3.765625","3.765625","3.765625"
"9690","3.80859375","3.80859375","3.80859375"
"9700","3.9296875","3.9296875","3.9296875"
"9710","3.92578125","3.92578125","3.92578125"
"9720","3.86328125","3.86328125","3.86328125"
"9730","3.76953125","3.76953125","3.76953125"
"9740","3.875","3.875","3.875"
"9750","3.94140625","3.94140625","3.94140625"
"9760","3.8671875","3.8671875","3.8671875"
"9770","3.890625","3.890625","3.890625"
"9780","3.87109375","3.87109375","3.87109375"
"9790","3.90625","3.90625","3.90625"
"9800","3.828125","3.828125","3.828125"
"9810","3.921875","3.921875","3.921875"
"9820","3.921875","3.921875","3.921875"
"9830","3.90625","3.90625","3.90625"
"9840","3.85546875","3.85546875","3.85546875"
"9850","3.97265625","3.97265625","3.97265625"
"9860","3.8359375","3.8359375","3.8359375"
"9870","3.76953125","3.76953125","3.76953125"
"9880","3.86328125","3.86328125","3.86328125"
"9890","3.7265625","3.7265625","3.7265625"
"9900","3.89453125","3.89453125","3.89453125"
"9910","3.796875","3.796875","3.796875"
"9920","3.8125","3.8125","3.8125"
"9930","3.8828125","3.8828125","3.8828125"
"9940","3.8125","3.8125","3.8125"
"9950","3.8515625","3.8515625","3.8515625"
"9960","3.82421875","3.82421875","3.82421875"
"9970","3.81640625","3.81640625","3.81640625"
"9980","3.9921875","3.9921875","3.9921875"
"9990","3.890625","3.890625","3.890625"
"10000","3.875","3.875","3.875"
